rating,date_published,user,is_user,platform,game_id
2,2012-01-01,MBlFeUTxQJjgITAwc,456,Wii,25103
5,2012-01-06,9tMS2IMhu6QK0,457,Wii,25103
4,2012-01-13,UzDWg,458,Wii,25103
6,2012-01-16,kTlppxAy5pv,459,Wii,25103
9,2012-01-16,7xrtLFxcLHR3B7D9w,460,Wii,25103
9,2012-01-24,cNawz5PSmotRJjhdV,461,Wii,25103
3,2012-01-25,3DtQ6CvfUlwi6,462,Wii,25103
2,2012-01-31,Vf0ZLYLlnzFmaRFt,463,Wii,25103
9,2012-02-03,Q7UZSIDHnCd,464,Wii,25103
2,2012-02-09,XiAcwRwdNZqA,465,Wii,25103
2,2012-02-08,6TPPgrB,466,Wii,25103
5,2012-02-15,qCQANz5FWPeQ,467,Wii,25103
3,2012-02-21,6sJ9DDlpVJZKm,468,Wii,25103
7,2012-02-25,1SDsJm2wI3W3EZUVLXvu,469,Wii,25103
4,2012-02-23,Fl5JrIza5AIb,470,Wii,25103
2,2012-03-01,Yr5Ib,471,Wii,25103
3,2012-03-04,ROumDa,472,Wii,25103
5,2012-03-07,xawrh,473,Wii,25103
4,2012-03-13,iyenPDcGnCF42P,474,Wii,25103
5,2012-03-15,u4VCzy,475,Wii,25103
7,2012-03-18,fwBzW,476,Wii,25103
7,2012-03-26,SMLTXOEnV8anEs,477,Wii,25103
3,2012-03-29,kPTQQG948,478,Wii,25103
9,2012-03-31,3Mtcf,479,Wii,25103
6,2012-04-07,I3tXUnKCUCVL4bqSXJG,480,Wii,25103
3,2012-04-10,wxnfN6ks0,481,Wii,25103
4,2012-04-10,XpnxyYQJnu5u5CIw,482,Wii,25103
7,2012-04-16,NEyCyQI7S41VmqQL8,483,Wii,25103
8,2012-04-19,Ufc7kmYFEyTlN1HH,484,Wii,25103
2,2012-04-27,H6LPA,485,Wii,25103
5,2012-04-28,3LnlNtgKC,486,Wii,25103
8,2012-04-29,Tjwcey9KeK2fX34E2zra,487,Wii,25103
5,2012-05-06,4zmjImY5Z11x84YMrL6,488,Wii,25103
2,2012-05-07,MUsyoA4FOgrIwM4O9g,489,Wii,25103
4,2012-05-16,xUeO9,490,Wii,25103
9,2012-05-14,TSQRcN0LEl5k,491,Wii,25103
6,2012-05-18,Bp4s6vC,492,Wii,25103
7,2012-05-22,YZlrbt,493,Wii,25103
3,2012-05-26,R8FoFpwg20ZlkTn80,494,Wii,25103
4,2012-06-02,1EKQiXt4X8zXexB,495,Wii,25103
3,2012-06-05,S18KPdmIlIxgh72TwPyn,496,Wii,25103
9,2012-06-09,Mm1KEIZ,497,Wii,25103
8,2012-06-12,eAS4OaqDhaIz8,498,Wii,25103
3,2012-06-20,dQgeJ3y5KOFd0po1,499,Wii,25103
9,2012-06-23,Ul1GETShBpdv7W3ltEet,500,Wii,25103
3,2012-06-27,RWYQ2e63rxhitSXbazY,501,Wii,25103
8,2012-06-27,PAFEexqP,502,Wii,25103
5,2012-07-02,9bTz3dTdymCEambEv6P9,503,Wii,25103
4,2012-07-06,HmYx2vOeq,504,Wii,25103
9,2012-07-14,vkIihL,505,Wii,25103
8,2012-07-15,m03UUO0kk4elNzmUZvm,506,Wii,25103
4,2012-07-19,UYZ6Jc7R,507,Wii,25103
7,2012-07-25,dVQIX,508,Wii,25103
6,2012-07-25,OpkE5HNv9zOgj4mey,509,Wii,25103
7,2012-07-27,4OKkx1VBJ0vQvQ4im,510,Wii,25103
5,2012-08-03,HWsL4NQDfLpmlyA,511,Wii,25103
3,2012-08-06,5vfl4DIAno4cK,512,Wii,25103
4,2012-08-12,oSNgNxR2PifPBrBBH,513,Wii,25103
9,2012-08-18,kt7tSz3wDnBmUTx,514,Wii,25103
7,2012-08-19,ZKHL0fwO,515,Wii,25103
3,2012-08-20,V3qdKw,516,Wii,25103
5,2012-08-23,wcWQ4H,517,Wii,25103
3,2012-09-02,MWyUd,518,Wii,25103
7,2012-09-04,CfdiAU62IYr7YPgbxrK,519,Wii,25103
7,2012-09-09,qimqmSJR,520,Wii,25103
7,2012-09-13,igl6PyGVsrZ4s61,521,Wii,25103
3,2012-09-14,aBmj4V87GozssZ,522,Wii,25103
3,2012-09-18,LvuJthJLgH1T,523,Wii,25103
9,2012-09-22,HQrCB8Gp,524,Wii,25103
4,2012-09-23,zoR8ACAvt52b92p,525,Wii,25103
3,2012-10-02,QO6rhiOidIe5U,526,Wii,25103
4,2012-10-07,b7truENXORbiT1u2TO,527,Wii,25103
4,2012-10-11,T0gnFrkL,528,Wii,25103
6,2012-10-14,hRvKq5DXDqRgLnU6CI,529,Wii,25103
4,2012-10-17,nGr9iCgkfejiLh,530,Wii,25103
3,2012-10-17,xmwyYrWuHwPdYXUA,531,Wii,25103
3,2012-10-27,KwIXG69ZHE,532,Wii,25103
7,2012-10-28,vJQWlT0ZIttWi3GDoHBZ,533,Wii,25103
9,2012-11-02,2JXl1T0Oij,534,Wii,25103
6,2012-11-01,r9DD9IFXs2OC7BiyVA,535,Wii,25103
6,2012-11-10,OEMI6G,536,Wii,25103
5,2012-11-10,opufutzz,537,Wii,25103
6,2012-11-14,nniwkTHPzQ,538,Wii,25103
6,2012-11-23,n7oQ5WrnA5ShaVKQa,539,Wii,25103
6,2012-11-26,VBmVRa7EqP63Irt,540,Wii,25103
9,2012-11-28,JqBtE,541,Wii,25103
5,2012-11-30,6HuNYWIeiVoHUA,542,Wii,25103
7,2012-12-07,apitA,543,Wii,25103
4,2012-12-09,V9B3nXOoglzKxo1NDmnk,544,Wii,25103
8,2012-12-15,qWbQxKasDNxd4awH,545,Wii,25103
5,2012-12-20,Pdc4otrDwlO3Q8PHu,546,Wii,25103
9,2012-12-22,rmETTv,547,Wii,25103
8,2012-12-24,Gx83RQrw0PxFh8iNLr5m,548,Wii,25103
5,2013-01-01,tdWgfe,549,Wii,25103
5,2013-01-01,ef5bmT84b,550,Wii,25103
5,2013-01-04,EEAOGYkzEB,551,Wii,25103
8,2013-01-08,0mEcEPM8isKmCYLhWLV,552,Wii,25103
7,2013-01-11,s8ZWT,553,Wii,25103
4,2013-01-15,GbVU2Ylr0pEg9,554,Wii,25103
7,2013-01-24,gZ0L46,555,Wii,25103
9,2013-01-22,7ngHKo0,556,Wii,25103
6,2013-01-31,Vs17PkKROVXEAE,557,Wii,25103
4,2013-02-05,aUVAKjzTQl0ZMkL2oI,558,Wii,25103
9,2013-02-03,vBMmz,559,Wii,25103
8,2013-02-10,H3pIiChONt5zBKuW,560,Wii,25103
9,2013-02-15,9XiVY6,561,Wii,25103
6,2013-02-20,X5Aa5tV,562,Wii,25103
8,2013-02-24,PbKj0DZpv,563,Wii,25103
8,2013-02-27,KJnB0cpPBXEc,564,Wii,25103
8,2013-03-03,MdYToPoWG,565,Wii,25103
8,2013-03-06,0TRhbsXYfPWyd,566,Wii,25103
9,2013-03-12,UV2SDjRhSDU4v7Z,567,Wii,25103
4,2013-03-11,IZMPn,568,Wii,25103
8,2013-03-13,LXxg8FovQupSa9SIS,569,Wii,25103
8,2013-03-18,GhfG2ry,570,Wii,25103
9,2013-03-22,M6HVa2BUGlvz,571,Wii,25103
4,2013-03-29,Zo3JVnB,572,Wii,25103
5,2013-03-29,jW3nEF,573,Wii,25103
4,2013-04-04,yGlDt1fBxMIovO5q,574,Wii,25103
5,2013-04-10,jxQSUwg3Jh2m4DXt7Do,575,Wii,25103
9,2013-04-13,VXIdp3Tche3zq5,576,Wii,25103
9,2013-04-14,qk55aPmvjJ,577,Wii,25103
9,2013-04-21,LIaxstuC1mLax,578,Wii,25103
8,2013-04-21,3DMJk8U52RmNJNL3xy,579,Wii,25103
6,2013-04-27,8Cu5T56M8zzfqVdNqA,580,Wii,25103
5,2013-05-01,ianRENS,581,Wii,25103
4,2013-05-06,LOqEUzZoOatTKZkTnhl,582,Wii,25103
6,2013-05-13,pjgyliOnLnABh,583,Wii,25103
4,2013-05-17,8R1BCHMvHc9r,584,Wii,25103
8,2013-05-19,mh63Um,585,Wii,25103
6,2013-05-19,obAnxpdOOC4CbymeVPu,586,Wii,25103
7,2013-05-22,4TLmd2dflt5wN,587,Wii,25103
8,2013-05-30,x23lS,588,Wii,25103
7,2013-06-02,T6TyuuJQvCk,589,Wii,25103
5,2013-06-05,2u37vEMxw7,590,Wii,25103
7,2013-06-11,ntJEkqNylZUpM5f,591,Wii,25103
6,2013-06-14,NvKtXfBamw16BwS,592,Wii,25103
4,2013-06-21,zoAGsjQ3ifOhlhidBFp,593,Wii,25103
6,2013-06-22,Ennwt,594,Wii,25103
5,2013-06-26,bSl41s,595,Wii,25103
5,2013-07-01,Vk9hrPl4d,596,Wii,25103
6,2013-06-30,uzK8Q9Hd,597,Wii,25103
5,2013-07-10,EP5SyVkyamsi6jNm,598,Wii,25103
7,2013-07-14,FnPPbOSdsWgCtX1n,599,Wii,25103
5,2013-07-18,pCEm5eSH,600,Wii,25103
6,2013-07-19,lZYEi69,601,Wii,25103
8,2013-07-26,regoeZe9Pma87zu,602,Wii,25103
5,2013-07-29,p0Tnk,603,Wii,25103
8,2013-07-27,jmYYEMB4hjYAAjrfs5j,604,Wii,25103
8,2013-08-05,GLoTmgKVbSl6FB6yzB,605,Wii,25103
7,2013-08-09,OxMlqBJBnjQw11vS2AIJ,606,Wii,25103
4,2013-08-13,noS1F6q7F,607,Wii,25103
4,2013-08-14,1K2KVJ6qwG6dw,608,Wii,25103
7,2013-08-18,cNMrphOnrcCZitN,609,Wii,25103
8,2013-08-25,w7tvFAyvg,610,Wii,25103
7,2013-08-30,govtjk9qf,611,Wii,25103
5,2013-09-02,JiWwrBkO43i,612,Wii,25103
6,2013-09-04,LCnJTCcJNeC,613,Wii,25103
5,2013-09-08,gzMMdGGiEdn1vqX4,614,Wii,25103
7,2013-09-14,Q2cVbPicyqNiCUx,615,Wii,25103
5,2013-09-12,wkkgdEpw15fNs8xVQ,616,Wii,25103
6,2013-09-22,9ccXHBd,617,Wii,25103
6,2013-09-21,34pZlP6w3Kltol,618,Wii,25103
6,2013-09-24,tj6ZNq3B63OJN1i5An,619,Wii,25103
8,2013-09-30,FpeayhxbRrW,620,Wii,25103
6,2013-10-08,ClnUBW4Fq8FYRn2D7nkV,621,Wii,25103
4,2013-10-07,erZnYuzX,622,Wii,25103
6,2013-10-13,zWaLWA650qy4eYVG,623,Wii,25103
5,2013-10-15,W7L8nTZ,624,Wii,25103
8,2013-10-23,RVcU0fbWiyAd,625,Wii,25103
7,2013-10-24,cVYMS,626,Wii,25103
7,2013-10-29,JlgbgQD4KzQQUib,627,Wii,25103
4,2013-11-01,q46VuZ4dPHSYo,628,Wii,25103
8,2013-11-08,oW65mky,629,Wii,25103
4,2013-11-06,Ta7hesN3Atscm,630,Wii,25103
7,2013-11-11,z9DJHRb,631,Wii,25103
5,2013-11-15,dxM0uffw,632,Wii,25103
7,2013-11-23,uFrAQsL,633,Wii,25103
5,2013-11-27,AdpJu,634,Wii,25103
6,2013-11-27,ml6N28,635,Wii,25103
4,2013-11-30,SLGlHV3uohHLEU,636,Wii,25103
6,2013-12-07,pVU95aGMf38AeqV38K,637,Wii,25103
6,2013-12-10,OigRqVqPVTQYWUJUXY,638,Wii,25103
4,2013-12-11,cQDm2jr44qRyu4,639,Wii,25103
7,2013-12-19,KPkeqLM,640,Wii,25103
5,2013-12-21,czeeVqr3XN0DV1CI,641,Wii,25103
5,2013-12-22,mVEccva69643Oj44F,642,Wii,25103
8,2013-12-27,MBhJ7l5forhQo3,643,Wii,25103
7,2014-01-03,c9lFnszuKPM,644,Wii,25103
4,2014-01-05,Om1ADfQeF,645,Wii,25103
4,2014-01-09,CJw7N,646,Wii,25103
6,2014-01-12,gU3UT81nERFG1a,647,Wii,25103
7,2014-01-20,Dnl2mjsUQHiQv,648,Wii,25103
5,2014-01-21,We1OxcZlYGZHoZumtMr,649,Wii,25103
5,2014-01-28,zrLRSw36p,650,Wii,25103
4,2014-01-29,kkm4yOyL68La6,651,Wii,25103
4,2014-01-30,68AwImNNT0LN8GLBN,652,Wii,25103
4,2014-02-04,lzR8FfTjqM,653,Wii,25103
5,2014-02-09,491mo5VkrDzIwh1uS4,654,Wii,25103
6,2014-02-16,GVbwxcRzlY,655,Wii,25103
5,2014-02-20,B2RlSIQqTcBjOotW,656,Wii,25103
8,2014-02-25,lAHLAdNdkq836,657,Wii,25103
6,2014-02-28,M47tPj,658,Wii,25103
5,2014-02-28,e6YqycbniPrCnKDry,659,Wii,25103
5,2014-03-08,ToQ2J3uIPjE6,660,Wii,25103
7,2014-03-10,j7MI9aRZ5,661,Wii,25103
8,2014-03-10,4zOjEc3NzvE,662,Wii,25103
5,2014-03-16,whNZLzuBtak3mX,663,Wii,25103
8,2014-03-24,G8bzTVuiV1FCp,664,Wii,25103
6,2014-03-25,kqLQHvBpeYErf0AvFS,665,Wii,25103
8,2014-03-29,fOatiSqLC2A,666,Wii,25103
8,2014-04-01,r7OMcXLHlB,667,Wii,25103
4,2014-04-08,s4VNPi7d1gDtMA0,668,Wii,25103
6,2014-04-08,PQGbnCM8o,669,Wii,25103
8,2014-04-15,2LkQfyOqVwUJPfv6JBu5,670,Wii,25103
5,2014-04-16,W5Yglb9,671,Wii,25103
4,2014-04-18,TAboXL9YFSKQNG,672,Wii,25103
7,2014-04-25,NBLznTzG63DXaIS6G,673,Wii,25103
7,2014-04-27,DEKZwfGuufwRG5,674,Wii,25103
5,2014-05-03,xctRLDJfyT,675,Wii,25103
7,2014-05-06,itZiZUp2veItVUhx,676,Wii,25103
6,2014-05-09,HMRejRmQhmXPMR,677,Wii,25103
5,2014-05-14,aR4SraoCBb,678,Wii,25103
8,2014-05-17,Kz7yObJ,679,Wii,25103
6,2014-05-22,zoyTnWgN,680,Wii,25103
5,2014-05-24,Q0yCioOI,681,Wii,25103
6,2014-06-02,HHcOwxjbNfH4V,682,Wii,25103
5,2014-06-05,muTC3bm,683,Wii,25103
5,2014-06-10,9iylJSfzbZjreEQPDDZm,684,Wii,25103
8,2014-06-11,UHYs9EkbqLuTxAh2Tg,685,Wii,25103
8,2014-06-11,fYgE3w,686,Wii,25103
7,2014-06-20,4TiHljVFYL,687,Wii,25103
6,2014-06-22,7lwOoYoUecqAbjw,688,Wii,25103
8,2014-06-26,H7u0GZrX,689,Wii,25103
6,2014-07-01,ZWGNz,690,Wii,25103
7,2014-07-02,JlnLaHIQ8CwVd8xt1gu,691,Wii,25103
4,2014-07-08,ARhv3nceZihTjo2J,692,Wii,25103
4,2014-07-09,G9LBCp,693,Wii,25103
4,2014-07-14,mgv5e,694,Wii,25103
8,2014-07-17,Eg6dhJtvi,695,Wii,25103
7,2014-07-22,Zq354doG7w,696,Wii,25103
5,2014-07-30,RasQ437pyuRE23d9,697,Wii,25103
5,2014-08-01,m1U9KE,698,Wii,25103
6,2014-08-07,He26p0TrP8uwLsTA7Es,699,Wii,25103
5,2014-08-08,ADGtgD,700,Wii,25103
8,2014-08-15,kLHlvDRsZVCx4AVIiT,701,Wii,25103
5,2014-08-17,ldQP7szJyWFbmHz2,702,Wii,25103
7,2014-08-19,Ji9lH9I1ksPdvkWorh,703,Wii,25103
5,2014-08-26,kE9tOrMg3,704,Wii,25103
7,2014-08-24,t6xfUxvY75gfy6qeLG,705,Wii,25103
5,2014-08-29,c4y7UiPLxjbkfM,706,Wii,25103
5,2014-09-05,SmoWZU9YCnUSHRT,707,Wii,25103
8,2014-09-07,EMnUKvAhxJnfjJ,708,Wii,25103
6,2014-09-09,QrlK7FUsDVk1v,709,Wii,25103
8,2014-09-19,c9aavO,710,Wii,25103
5,2014-09-17,6THiTzopLDNj,711,Wii,25103
7,2014-09-24,KXVBLrYOig,712,Wii,25103
8,2014-09-27,op0Qpltqq3bw,713,Wii,25103
5,2014-10-03,5OVrNBv,714,Wii,25103
8,2014-10-06,JgkAeQFRw9E,715,Wii,25103
8,2014-10-12,Xew1Bn,716,Wii,25103
6,2014-10-16,OdYast,717,Wii,25103
8,2014-10-20,hcyqVZ,718,Wii,25103
7,2014-10-20,vWAYYjZXhkNv458QNa,719,Wii,25103
8,2014-10-27,58DnbbBnq4dfhkSb,720,Wii,25103
7,2014-10-30,Fay2KG,721,Wii,25103
5,2014-11-04,hXZlNfgr3o7R,722,Wii,25103
5,2014-11-02,gaVWzIcQezo0WT7r88,723,Wii,25103
8,2014-11-06,uyaPjRYkHi,724,Wii,25103
8,2014-11-14,DTA9FyoApz80c7z1C,725,Wii,25103
6,2014-11-15,zvPt97Km8NF53,726,Wii,25103
5,2014-11-18,BCCEVBVq2Jnrkw,727,Wii,25103
8,2014-11-23,dfrgcI5qz,728,Wii,25103
6,2014-11-27,jGKHSvCkHzSnN4Eo0y,729,Wii,25103
6,2014-11-29,kTdyyaw5RKrY7OEoTLdP,730,Wii,25103
8,2014-12-07,B90HozdLmPDAV1XWU,731,Wii,25103
8,2014-12-09,2kD3G1n,732,Wii,25103
5,2014-12-17,7FMsEeKPIyqIS0Mgsx,733,Wii,25103
5,2014-12-18,aSKxea4Edr2F,734,Wii,25103
7,2014-12-20,hwrvuNu3poxK,735,Wii,25103
6,2014-12-24,YiwkbRn,736,Wii,25103
8,2014-12-29,ZpVA5GnAVCYNSWpKcQs,737,Wii,25103
6,2014-12-30,lzVOSnPCkXtV86P,738,Wii,25103
6,2015-01-04,eJiGCzIBJGMWfPjBEno,739,Wii,25103
7,2015-01-13,41gTzwt,740,Wii,25103
7,2015-01-14,iFUkdEUwnkmo,741,Wii,25103
7,2015-01-16,VYBH0t,742,Wii,25103
5,2015-01-25,O2FVdO9adN49tFq56c,743,Wii,25103
6,2015-01-25,F3oRMVloyEjYHq,744,Wii,25103
7,2015-01-28,UejDosH8MSJw2M,745,Wii,25103
6,2015-01-31,dqO47,746,Wii,25103
7,2015-02-06,ddcpw5cZp2LIr1V2n,747,Wii,25103
7,2015-02-11,JxTOLn2vojY24O,748,Wii,25103
7,2015-02-14,3uGtRdSrMmay,749,Wii,25103
7,2015-02-19,vdPvWr5pYRmfD7BhvsL,750,Wii,25103
7,2015-02-25,pdRQ9j2bPWZUGPX,751,Wii,25103
5,2015-02-24,CVivDuRPul0ZS,752,Wii,25103
8,2015-03-02,hYmI3HiBsTRrUH9,753,Wii,25103
8,2015-03-05,0qLV1upo,754,Wii,25103
6,2015-03-09,z0rMSoAM87,755,Wii,25103
7,2015-03-12,EfSXY8isoWuF5r8V0mR4,756,Wii,25103
7,2015-03-18,OBCZ6y03oZTq8,757,Wii,25103
7,2015-03-18,ggiwx,758,Wii,25103
6,2015-03-28,DP1R2PbpDOC3JIS5x9Q,759,Wii,25103
5,2015-04-01,z4QDh1,760,Wii,25103
5,2015-04-05,GbzUZ2s48,761,Wii,25103
7,2015-04-04,nYTjEMJUNff,762,Wii,25103
5,2015-04-11,Sb9qcLec50Yn,763,Wii,25103
8,2015-04-11,We5gBEXW,764,Wii,25103
7,2015-04-19,6B48O,765,Wii,25103
7,2015-04-22,7VcMMM0FlqZ,766,Wii,25103
7,2015-04-26,ebhPgML,767,Wii,25103
5,2015-05-01,w0nsNLFWfdZ,768,Wii,25103
6,2015-05-06,CCv6gz6NFUwg,769,Wii,25103
5,2015-05-06,EOkQTkNM6Wr4C,770,Wii,25103
8,2015-05-10,BnqKteZ65cMr2Qm,771,Wii,25103
7,2015-05-13,Qs6mbraK6EtBUN,772,Wii,25103
7,2015-05-16,DAGTUIOJWiM,773,Wii,25103
7,2015-05-19,kiRdsV8AHqp,774,Wii,25103
7,2015-05-26,b6COYy9rDAkSuw,775,Wii,25103
6,2015-05-31,rqZfYfUsCZblbtv6,776,Wii,25103
8,2015-06-06,fiJIR5qcl05ayj,777,Wii,25103
6,2015-06-04,bnkzU,778,Wii,25103
8,2015-06-14,ZeLFiK7vyKs8AjwyE6,779,Wii,25103
7,2015-06-13,8Y55WFSzANi5Yb,780,Wii,25103
5,2015-06-20,onlSGY2wGYy4fx7S,781,Wii,25103
6,2015-06-21,r9eiMrlcz1xcGYmH6rQ,782,Wii,25103
6,2015-06-23,oTxjzXa,783,Wii,25103
5,2015-07-01,qn9Pdz7kEUVoW76r,784,Wii,25103
5,2015-07-06,9eHLVB,785,Wii,25103
6,2015-07-07,kOYt7tzDRX0KIj9t,786,Wii,25103
8,2015-07-15,pPCAoVqL,787,Wii,25103
6,2015-07-19,xGeLYira,788,Wii,25103
6,2015-07-23,uR3DNFZv3DjHAPD5AOv,789,Wii,25103
6,2015-07-24,gLdZrha2,790,Wii,25103
5,2015-07-24,xUgB95RWhuammZ1us5K6,791,Wii,25103
6,2015-07-28,E64TFKne0DR,792,Wii,25103
7,2015-08-05,moFQbJzgEW7FsKvYycFq,793,Wii,25103
5,2015-08-10,A4rT7lbgIOpgkura,794,Wii,25103
8,2015-08-10,CM2tF18WQjeGZxwZvnF,795,Wii,25103
8,2015-08-13,fNnTBh8Xgea7lVB,796,Wii,25103
6,2015-08-21,9XGY4C2rIj,797,Wii,25103
8,2015-08-23,RoQ51Adn,798,Wii,25103
5,2015-08-27,RByUo4UoTtJ3OQu1t5,799,Wii,25103
6,2015-08-28,9Jj8XKC,800,Wii,25103
6,2015-09-04,f7V2v4Qogod,801,Wii,25103
7,2015-09-07,Uw1Hj2jWhb,802,Wii,25103
8,2015-09-14,OVHbWAOs7kSgZ1ri,803,Wii,25103
6,2015-09-19,wsWMY,804,Wii,25103
6,2015-09-17,UC25dtoRK2338,805,Wii,25103
7,2015-09-24,AVWMgeHfxKV1H,806,Wii,25103
6,2015-09-26,DeeDLsdTDowpV827AwL9,807,Wii,25103
7,2015-10-02,uMWsCpFv1pfw,808,Wii,25103
5,2015-10-05,VHW0mpQ5xZIr,809,Wii,25103
7,2015-10-06,AK7EMTcE3xQnltQvRMEL,810,Wii,25103
8,2015-10-13,ArlCHtCO,811,Wii,25103
6,2015-10-16,D8yW6S68aHhKYr,812,Wii,25103
7,2015-10-21,PbNqA5t11fcKdi,813,Wii,25103
8,2015-10-24,tLFMDljyjslmNdNr0,814,Wii,25103
6,2015-10-29,4nIPC1Ex1PYSFD6TWV,815,Wii,25103
8,2015-11-04,QLYa1ynJjzEetopP6,816,Wii,25103
8,2015-11-04,PXEm5zXayktap4w4C2,817,Wii,25103
6,2015-11-10,ja2dq1m,818,Wii,25103
6,2015-11-11,PGx9bbx,819,Wii,25103
6,2015-11-18,yoiQ7R,820,Wii,25103
8,2015-11-18,FtojXbseICxaTRQ0D4MS,821,Wii,25103
8,2015-11-24,DtC1XJ3RFlw08kT,822,Wii,25103
6,2015-11-27,bXMOtq1vjzsxixjHH,823,Wii,25103
6,2015-12-02,1x8S4GNQ,824,Wii,25103
7,2015-12-06,TxNTQ8lP,825,Wii,25103
7,2015-12-09,kVFPcArdrxlMe,826,Wii,25103
6,2015-12-14,pA0cLUtjb9,827,Wii,25103
6,2015-12-16,V7H3MCyL,828,Wii,25103
8,2015-12-24,83UwGI7ssNCQo,829,Wii,25103
7,2015-12-23,RUzT3,830,Wii,25103
8,2015-12-28,Xx8FWjxo8eqzRgJKjdeH,831,Wii,25103
7,2016-01-06,lFJiq93IgQUz7,832,Wii,25103
6,2016-01-09,SgR3BYy,833,Wii,25103
7,2016-01-12,dpxcDjaSLS38,834,Wii,25103
6,2016-01-16,4QHiPkTc2b,835,Wii,25103
8,2016-01-19,xQ8b6NQdoFo,836,Wii,25103
6,2016-01-19,j856MqHlyfpg,837,Wii,25103
6,2016-01-28,NUuzQP,838,Wii,25103
8,2016-01-27,mBU7yvWFengS7MrBjvNq,839,Wii,25103
6,2016-02-05,9QGcDa5lQ,840,Wii,25103
6,2016-02-09,RMCpWF3G5CV2y,841,Wii,25103
7,2016-02-11,LJYDz1QZiN9gi,842,Wii,25103
8,2016-02-14,93ogOQzQu9VhtdNRb6,843,Wii,25103
6,2016-02-19,kxw9hl2WJ1xhXScUT,844,Wii,25103
7,2016-02-22,HS3qvaQTLkdNwU6j,845,Wii,25103
6,2016-02-28,7CTKEvTeWYd,846,Wii,25103
7,2016-03-01,qIrsnqkn9,847,Wii,25103
6,2016-03-06,ueLbjEgIC2cNMlK0,848,Wii,25103
6,2016-03-11,a43vqtDJA,849,Wii,25103
6,2016-03-11,NyPvmB,850,Wii,25103
8,2016-03-17,D1yNWtU,851,Wii,25103
8,2016-03-21,dsPdu,852,Wii,25103
8,2016-03-28,zPO8UvzOjHMcU,853,Wii,25103
7,2016-03-28,2HbQSdmZVD27MNJ,854,Wii,25103
6,2016-04-01,xHNnwt,855,Wii,25103
8,2016-04-03,psTIbRR,856,Wii,25103
8,2016-04-09,mFOweJbXh,857,Wii,25103
7,2016-04-15,M48LU,858,Wii,25103
6,2016-04-18,5z9F4,859,Wii,25103
7,2016-04-24,bgXWXmgX8oTjSLNn8Ug,860,Wii,25103
8,2016-04-22,ci1JaAUseEU0ZgpAfxdJ,861,Wii,25103
7,2016-04-25,qu72hOC5uOlSbf,862,Wii,25103
7,2016-04-29,dsgS6,863,Wii,25103
6,2016-05-07,T10Ac8RDFJkey,864,Wii,25103
7,2016-05-08,NK5WW61iL7UelyC1n,865,Wii,25103
7,2016-05-16,fTn9FDQzNHt,866,Wii,25103
6,2016-05-20,BajLaAYTeSo,867,Wii,25103
8,2016-05-22,SfFcTkr4rltm85Mvvm,868,Wii,25103
8,2016-05-26,cf64pmGM9QOtG,869,Wii,25103
7,2016-05-29,L7YFVOJn1MYaMTf3zV1,870,Wii,25103
8,2016-06-03,tMuI1UfVVxhVK7VeD4,871,Wii,25103
8,2016-06-03,j1jfIKmLhX,872,Wii,25103
6,2016-06-09,l6PEx,873,Wii,25103
6,2016-06-13,DdgSJgWbH,874,Wii,25103
6,2016-06-16,Y8Yed6PRKs0hd,875,Wii,25103
8,2016-06-22,nWgkaptHU2X8T2Vu,876,Wii,25103
7,2016-06-23,fxPgXY,877,Wii,25103
6,2016-06-29,V6rgJs3gF9NtZ3I,878,Wii,25103
6,2016-07-02,DOIjbi6YTnyO6uAgRB,879,Wii,25103
8,2016-07-09,6WZS2EjVxhAyxdqGqD,880,Wii,25103
8,2016-07-12,w7KzFiq,881,Wii,25103
8,2016-07-18,qYtEqwv0CCFCmL,882,Wii,25103
8,2016-07-22,4jnFuBf76bTZNDgr,883,Wii,25103
7,2016-07-20,A6ELvAi7Fhg83iV,884,Wii,25103
7,2016-07-30,dBcWiJAQUSHJtCTwp,885,Wii,25103
6,2016-07-28,Az2qSC5,886,Wii,25103
6,2016-08-03,TLsOniaN,887,Wii,25103
6,2016-08-09,8DvZK6ekrmUHbQZ0,888,Wii,25103
8,2016-08-08,JWmcyPgkM7AGn7K9kTn,889,Wii,25103
7,2016-08-13,mviY4qj,890,Wii,25103
8,2016-08-22,eVgf22qBTNMgb,891,Wii,25103
7,2016-08-22,1vwIUYkAL89oQEqvL,892,Wii,25103
7,2016-08-29,z4eSPc8WRxrcXy1,893,Wii,25103
8,2016-09-01,MUG5PB7ECmwJ8,894,Wii,25103
7,2016-09-01,WDMGjKphRAF,895,Wii,25103
8,2016-09-10,vCCWcRnKYAkRzHt1BBvh,896,Wii,25103
8,2016-09-14,sXZyQseS,897,Wii,25103
6,2016-09-12,2MOlsboM,898,Wii,25103
6,2016-09-18,AzjIIAEMm7E,899,Wii,25103
6,2016-09-26,46FagGZNZZwz5oI3C,900,Wii,25103
6,2016-09-29,WG9sZUYvyz,901,Wii,25103
8,2016-09-28,WADeR,902,Wii,25103
6,2016-10-07,f7betbhvdESpE,903,Wii,25103
7,2016-10-08,moKDPF7MoW,904,Wii,25103
7,2016-10-14,gc9yHpExBFe,905,Wii,25103
6,2016-10-18,cjq85rKBS,906,Wii,25103
8,2016-10-20,w6eZod8u,907,Wii,25103
6,2016-10-21,voGdmVz,908,Wii,25103
8,2016-10-28,7ZVt5zvRq5xsInNX,909,Wii,25103
